"id","date","user","pc","filename","activity","to_removable_media","from_removable_media","content"
"{E1E5-N1EX24TF-7434WKQW}","01/02/2010 08:33:49","DTR1323","PC-4277","R:\HY77Z7XG.doc","File Open","False","True","D0-CF-11-E0-A1-B1-1A-E1 This attack backfired when US President Richard Nixon announced that he would visit China the following year. Whitlam ordered negotiations to establish full relations with the People's Republic of China, and broke those with Taiwan. Maintain your rage and enthusiasm for the campaign for the election now to be held and until polling day. In the postwar years, he practised law, concentrating on landlord/tenant matters, and sought to build his bona fides in the party."
"{A9Q8-Q0KM93UC-0218RLMV}","01/02/2010 08:34:39","DTR1323","PC-4277","R:\95Lf5X2\XOCWTARG.doc","File Delete","False","True","D0-CF-11-E0-A1-B1-1A-E1 In April 1772, Charlotte wrote a touching, yet pleading, letter to ""mon Augusta Papa"" which was sent via Principal Gordon of the Scots College in Rome. Within a month of arriving at Florence, she did manage to persuade her father to provide at last for Clementina."
"{O7K9-F1BV41HM-9929SFNA}","01/02/2010 08:35:02","DTR1323","PC-4277","R:\57Kq893\62Z8BDG2.doc","File Copy","True","False","D0-CF-11-E0-A1-B1-1A-E1 While the NPR reviewer stated that the recording ""isn't groundbreaking,"" they praised its ""coherent musical expression"" and emphasis on ""solid songcraft without pretense"" which created a ""satisfying and melodically sound album."" The band went through some personnel changes during the recording sessions."
"{F2K2-T7LA01BX-7583KBYL}","01/02/2010 08:35:13","ORL3995","PC-6988","R:\A0J7OLPG.doc","File Copy","False","True","D0-CF-11-E0-A1-B1-1A-E1 Two skeletons to the rear left and right of the print are labelled as James Field, a well-known boxer who also featured on a poster in the second plate, and Macleane, an infamous highwayman. 1751 The Act of Parliament referred to is the Engraving Copyright Act 1734. Her trinket box{Ref_label|C|c|none} and the goods she had stolen lie on the ground beside her, and the index finger of her partially severed hand points to the words ""God's Revenge against Murder"" written on a book that, along with the Book of Common Prayer, has fallen from the box. European Magazine reported that he commented to a bookseller from Cornhill (a Mr. Sewell):"
"{V9T4-W7YH76SC-6255PKDR}","01/02/2010 08:37:50","AYA0285","PC-5225","R:\3QAJY71X.txt","File Delete","False","True","50-58-54-37 This transformation is in many ways a byproduct of his genius; because his brilliance is condemned by teachers and incompatible with the society of the other children, Lambert finds himself rejected by the world. Conservative commentator Eugene Poitou, on the other hand, accused Balzac of lacking true faith and portraying the French family as a vile institution. Thus the Will and the Mind were the two generating forces; the Volition and the Idea were the two products. After returning to his uncle's home in Blois, he meets a woman named Pauline de Villenoix and falls passionately in love with her."
"{J7W6-A2MM60EH-3754SNTO}","01/02/2010 08:37:55","RTR3146","PC-1124","C:\FPQ8WPTS.pdf","File Open","False","False","25-50-44-46-2D The preview version of the episode supplied to the press and aired at the press launch omitted the scene that features Rose; before broadcast, only the production team, Tate, and Tennant had seen the scene. The character was ""rounded ... out from being a shouting fishwife to someone who's quite vulnerable and emotional"". John Preston, writing for The Daily Telegraph, called the episode an ""undiluted triumph"". Catherine Tate was offered the opportunity to return as Donna Noble during lunch with executive producer Julie Gardner. Blair found flaws with the comedy and the music in the episode, but was impressed with Tate's acting and Piper's cameo."
"{R9E9-A1UO54BB-6654WLFR}","01/02/2010 08:39:03","ORL3995","PC-6988","C:\XTIDIVOW.doc","File Open","False","False","D0-CF-11-E0-A1-B1-1A-E1 Although the Mauthausen-Gusen camp complex was mostly a labour camp for men, a women's camp was opened in Mauthausen, in September 1944, with the first transport of female prisoners from Auschwitz. The first groups were mostly composed of artists, scientists, Boy Scouts, teachers, and university professors, who were arrested during Intelligenzaktion and the course of the AB Action."
"{G0V9-L1BD29ZK-3690USLG}","01/02/2010 08:41:45","ASW3498","PC-6355","C:\193cQW8\OZHWGWUL.txt","File Open","False","False","31-4E-52-51 Adams also enjoyed the song's ""wobbly guitar"", and Sain{'}s Christie Eliszer approved of the ""acoustic strumalong"", but The Advertiser{'}s Michael Duffy said the song was ""a familiar piece of yearning guitar indie that is polished but pedestrian""; he reserved his praise for ""My Kind of Scene"", which he described as akin to the best of Internationalist. ""My Happiness"" was a critical success. Beat journalist Jayson Argall joked the song had received ""a bit"" of airplay. Powderfinger frontman Bernard Fanning wrote ""My Happiness"" as a reflection on the time the band spent touring to promote their work, and the loneliness that came as a result. They were the fourth Australian act (after The Living End, Silverchair, and Nick Cave) to play on the show."
"{M6E4-D1KM42GM-4247QQTM}","01/02/2010 08:41:57","ORL3995","PC-6988","C:\MPDC5I0S.pdf","File Open","False","False","25-50-44-46-2D In 2001, Shawangunk, Montgomery and the Walden began applying for over $600,000 in TEA-21 grants to create a paved, ADA-accessible trail between Walden and Wallkill. The trail includes an unofficial, unimproved section to the north of Wallkill, and is bounded by NY 52 and NY 208. The Shawangunk Correctional Facility was built at that location."
"{D1E9-Q9PK10YZ-6605UDWD}","01/02/2010 08:45:37","AYA0285","PC-5225","R:\3U6GYN0J.doc","File Copy","False","True","D0-CF-11-E0-A1-B1-1A-E1 When he had recuperated, he spent the summer at the Chateau de Sache, just outside the city of Tours, with a family friend, Jean de Margonne. The protagonist's madness in Louis Lambert only added weight to these claims. In his letters, Lambert describes exploring the philosophies of Christianity, Hinduism, Buddhism, Islam, and Confucianism, among others. Lambert's genius and philosophical erudition are reflections of Balzac's self-conception."
"{E8N7-C3QH12QI-0317XIPQ}","01/02/2010 08:49:14","MWD2703","PC-8794","C:\86lQ653\T5O2JJHT.doc","File Open","False","False","D0-CF-11-E0-A1-B1-1A-E1 The 105 bishops present condemned Monothelitism in the official acts of the synod, which some believe may have been written by Maximus. Following the death of Sergius in 638, Pyrrhus succeeded him as Patriarch, but was shortly deposed due to political circumstances. In Constantinople, the Monothelite position had gained the favor of both the Emperor and the Patriarch of Constantinople. Maximus is venerated in both Eastern Christianity and Western Christianity. Maximus' refusal to accept Monothelitism caused him to be brought to the imperial capital of Constantinople to be tried as a heretic in 658."
"{H8J4-G1IK60PO-4149JSAD}","01/02/2010 08:49:14","MWD2703","PC-8794","C:\86lQ653\UQ5T8G6E.jpg","File Open","False","False","FF-D8 "
"{X3J4-E9LA50RG-0853BBZL}","01/02/2010 08:50:07","PWE1562","PC-5650","R:\63y63T6\9SGO7VQK.pdf","File Open","False","True","25-50-44-46-2D At least four basaltic flows comprise the sequence and were deposited during periods of volcanic activity from an unknown vent between 0.01 and 1.6 million years ago. In their language it means ""Landing Place of the Thunderbird"". Obsidian is a black volcanic glass used to make knives, chisels, adzes and other sharp tools in pre-contact times."
"{L6P2-K3YR65AS-0308KDTF}","01/02/2010 08:52:53","MOD0948","PC-3164","R:\ZRZZXX46.doc","File Open","False","True","D0-CF-11-E0-A1-B1-1A-E1 The death toll remains unknown, although most sources place it between 122,766 and 320,000 for the entire complex. In January 1945, the camps, directed from the central office in Mauthausen, contained roughly 85,000 inmates. Twenty are known to have served in the Mauthausen camp, and sixty in the whole camp complex. Unlike Mauthausen, much of what constituted the sub-camps of Gusen I, II and III is now covered by residential areas built after the war."
"{R1K7-H7GO83WO-5025JNHE}","01/02/2010 08:53:41","IJO2659","PC-9331","C:\H4S608EM.pdf","File Open","False","False","25-50-44-46-2D After he announced the building of the Pyramid, at age 69, Harvey began suffering a series of serious health problems, but continued to work tirelessly. Bailey would sell the property to Harvey. The hotel also boasted a three-story cement tower, one of the earliest multistory cement constructions in the country. Harvey also wanted to place in this large room: ""numerous small items now used in domestic and industrial life, from the size of a needle and safety pin up to a Victrola."""
"{U2K7-Q4BR26MX-0873MKXU}","01/02/2010 08:54:14","RTR1463","PC-8503","R:\RTR1463\5C5WICSJ.txt","File Copy","True","False","38-4A-57-55 Parts of that effort were re-used in the laying out of the route of I-70. The official highway map for Utah noted the new freeway, but qualified its existence with the words ""two lanes open""."
"{Z0O9-F5EL73PZ-5542SIMX}","01/02/2010 08:54:17","ASF1622","PC-6097","R:\95Fc8F2\DLTJ737R.doc","File Open","False","True","D0-CF-11-E0-A1-B1-1A-E1 & Romagn. to be the current name, with A. bulbosa and A. lutea as synonyms. As the diseased trees die, the wood dries, increasing the chance of catching fire after being struck by lightning."
"{I7P7-N1ML88XJ-1404GTNT}","01/02/2010 08:54:40","RTR1463","PC-8503","R:\AT1EHQQ1.doc","File Copy","True","False","D0-CF-11-E0-A1-B1-1A-E1 In the Sevier Valley, I-70 was built parallel to U.S. Route 89. There were, however, a few efforts to protect the swell as early as 1935. It has also been a motivating factor for environmentalists to create a new National Park along the path of the highway to protect scenic areas around the route. The portion between Richfield and Salina is the busiest, with an annual average daily traffic of 11,535 vehicles in 2006."
"{K6I9-R1FT94LY-2501ZYMR}","01/02/2010 08:55:32","VXR0344","PC-4646","R:\34L4OFG5.pdf","File Delete","False","True","25-50-44-46-2D The districts are further divided into sub-divisions, which are governed by sub-divisional magistrates; sub-divisions comprise blocks containing panchayats (village councils) and town municipalities. The bulk of the state is in the Bayaluseeme region, the northern part of which is the second-largest arid region in India. In the early 14th century, Harihara and Bukka Raya established the Vijayanagara empire with its capital, Hosapattana (later named Vijayanagara), on the banks of the Tungabhadra River in the modern Bellary district. The highest point in Karnataka is the Mullayanagiri hills in Chickmagalur district which has an altitude of {convert|1929|m|ft|0}. The expansion of the Hoysala Empire brought minor parts of modern Andhra Pradesh and Tamil Nadu under its rule."
