id,date,user,pc,file_tree,activity
{K2P1-M6XR50ZI-6066CBMS},01-02-2010 10:51,CLW2894,PC-4639,R:\;R:\CLW2894,Connect
{D5P5-P8HN92YD-8543FFNQ},01-02-2010 10:54,CTH1005,PC-6458,R:\;R:\37z9Q45;R:\87kPfG0;R:\CTH1005,Connect
{Z5Q4-D9RZ63MO-2046VZCQ},01-02-2010 10:54,RGB1235,PC-0496,,Disconnect
{V9N0-A0OR93NT-8302OXND},01-02-2010 10:54,CWG3213,PC-3912,,Disconnect
{A6T1-N3CU27OH-7653GMTL},01-02-2010 10:55,VXR0344,PC-4646,R:\;R:\14l9ZR4;R:\37j9sb4;R:\49WD783;R:\VXR0344,Connect
{Q9C3-X0WE65WO-9144XSIH},01-02-2010 10:56,AYA0285,PC-5225,R:\;R:\91w2D45;R:\AYA0285,Connect
{V7L5-E4DP23KT-5547XEKK},01-02-2010 10:56,RRD0203,PC-5217,R:\;R:\29GX673;R:\61yd8m2;R:\83zNWq0;R:\RRD0203,Connect
{V4K0-J2RS98DA-7398SWAD},01-02-2010 10:56,VXR0344,PC-4646,,Disconnect
{K1I2-I2AU89HP-3730OBNJ},01-02-2010 10:56,RRD0203,PC-5217,,Disconnect
{B7D7-B4ID83AV-9213RJYC},01-02-2010 10:56,CTH1005,PC-6458,,Disconnect
{K6B9-V1ID36FM-4516FZPZ},01-02-2010 10:58,DTR3804,PC-1960,,Disconnect
{E1V4-R3KL08OE-4500YLHI},01-02-2010 11:01,MOD0948,PC-3164,,Disconnect
{I9U6-D6AD99VR-8267AWJA},01-02-2010 11:01,DNH3656,PC-3452,,Disconnect
{C9J3-E5RS74ZL-1608GDRT},01-02-2010 11:01,JCL2626,PC-9929,R:\;R:\14GT3L2;R:\21r19h6;R:\JCL2626,Connect
{S5A9-A6WX07VO-7455CEEF},01-02-2010 11:02,LFR2971,PC-4611,R:\;R:\68R5377;R:\96Hfr61;R:\LFR2971,Connect
{X6X9-P3SN10UJ-9906EPDP},01-02-2010 11:02,APM1561,PC-2650,R:\;R:\13t13V6;R:\49cGB81;R:\69s7C55;R:\92yqD31;R:\APM1561,Connect
{E9S0-U8FP76ZD-0889ZIIY},01-02-2010 11:02,AYA0285,PC-5225,,Disconnect
{E9I5-L2QC72JQ-7992YZNO},01-02-2010 11:03,JJF3233,PC-5293,,Disconnect
{P3V2-Y2YU66TY-3912GLCS},01-02-2010 11:03,STH2849,PC-2145,R:\;R:\62c4xX4;R:\747ZN79;R:\STH2849,Connect
{Q0K6-L5KC33RS-5150QSEG},01-02-2010 11:07,RGB1235,PC-0496,R:\;R:\RGB1235,Connect
{K4O3-W0AY32HT-7226BSJA},01-02-2010 11:08,LFR2971,PC-4611,,Disconnect
{K9V4-R7NB32JB-8733BEPN},01-02-2010 11:09,STH2849,PC-2145,,Disconnect
{K7X0-F1FR93OP-1343FTVC},01-02-2010 11:09,ASF1622,PC-6097,,Disconnect
{O7G2-P6XU30SZ-5371VRXI},01-02-2010 11:11,RGB1235,PC-0496,,Disconnect
{I0X0-N4VJ08XE-2378BCYM},01-02-2010 11:12,CTH1005,PC-6458,R:\;R:\37z9Q45;R:\87kPfG0;R:\CTH1005,Connect
{G8H2-K9MQ38IX-9467BUDX},01-02-2010 11:13,ALH3845,PC-5066,R:\;R:\71g7v25;R:\ALH3845,Connect
{B6P7-G0BC63ZM-6159WKUD},01-02-2010 11:13,WMM1386,PC-1405,R:\;R:\33c69m6;R:\WMM1386,Connect
{S3U8-K8MV08NU-5219YUBW},01-02-2010 11:13,CLW2894,PC-4639,,Disconnect
{V8X9-N5MC55UM-9020QMLR},01-02-2010 11:16,ALH3845,PC-5066,,Disconnect
{R8Z6-E0QO16OE-2296XLGM},01-02-2010 11:16,MOD0948,PC-3164,R:\;R:\55X8VL4;R:\578PJ49;R:\819yVL8;R:\MOD0948,Connect
{W6W0-D1JA45UZ-9697XCOV},01-02-2010 11:16,WMM1386,PC-1405,,Disconnect
{U5M3-N9FX21NV-6403NJRJ},01-02-2010 11:16,UWC1584,PC-3101,R:\;R:\591DGx8;R:\88x4Sg4;R:\UWC1584,Connect
{X2C1-L4EV78SF-5716FEIB},01-02-2010 11:18,BLF0313,PC-7752,R:\;R:\97yt163;R:\BLF0313,Connect
{S4W2-X0HX19FV-5582QSST},01-02-2010 11:20,DIE1614,PC-1213,,Disconnect
{O6D1-K2XS05SR-3604CSAT},01-02-2010 11:20,HEP3784,PC-8147,R:\;R:\HEP3784,Connect
{C7W6-U0PI72UI-1900AJWW},01-02-2010 11:21,UWC1584,PC-3101,,Disconnect
{Z2M1-O2MO89WZ-1756DUJH},01-02-2010 11:22,QJL0818,PC-0337,R:\;R:\946SVp8;R:\QJL0818,Connect
{B1A4-I0GP39YW-9780ZUVM},01-02-2010 11:24,WMM1386,PC-1405,R:\;R:\33c69m6;R:\WMM1386,Connect
{M4X3-R9KY56SW-4603DKVC},01-02-2010 11:28,MTC2073,PC-0328,,Disconnect
{D9I6-F2LT03PJ-8667DAIO},01-02-2010 11:29,JCL2626,PC-9929,,Disconnect
{Q5A2-K9SK85OQ-8083WNBJ},01-02-2010 11:29,QJL0818,PC-0337,,Disconnect
{U0X9-K4PK96ZM-9443JDZP},01-02-2010 11:30,GJC1333,PC-1553,R:\;R:\35FB143;R:\GJC1333,Connect
{W1W2-Z0LA09AU-2619SJFK},01-02-2010 11:31,AOC1105,PC-2535,R:\;R:\28rfq71;R:\33ggt71;R:\45R9N95;R:\96pnnF0;R:\AOC1105,Connect
{I9X5-Y8FL55XZ-0847XJGA},01-02-2010 11:31,BLF0313,PC-7752,,Disconnect
{X5D6-C2DY38VI-5513WWIQ},01-02-2010 11:32,GJC1333,PC-1553,,Disconnect
{M7Z9-Y2QI83KN-8285UGVN},01-02-2010 11:32,HFB0003,PC-0124,R:\;R:\HFB0003,Connect
{S1Z0-P0CR88KX-1114MUST},01-02-2010 11:33,HEP3784,PC-8147,,Disconnect
{O2L2-S4GB99EL-1454USNR},01-02-2010 11:34,CLW2894,PC-4639,R:\;R:\CLW2894,Connect
{A0I0-V1TV77OU-9538NWRJ},01-02-2010 11:35,QJL0818,PC-0337,R:\;R:\946SVp8;R:\QJL0818,Connect
{N2W8-R6EH43PQ-0491BWNU},01-02-2010 11:35,APM1561,PC-2650,,Disconnect
{B0E2-J1TK03YI-7705RMOT},01-02-2010 11:35,APM1561,PC-2650,R:\;R:\13t13V6;R:\49cGB81;R:\69s7C55;R:\92yqD31;R:\APM1561,Connect
{J1U5-U0JZ66QH-2882FSRF},01-02-2010 11:37,BZD3640,PC-3239,R:\;R:\62Jjtk0;R:\BZD3640,Connect
{T7P1-D3SG19QR-1111OESY},01-02-2010 11:37,AOC1105,PC-2535,,Disconnect
{S3R2-G0QU82TO-8864XIDT},01-02-2010 11:41,BZD3640,PC-3239,,Disconnect
{P5H8-G1TT35JI-3074XDXQ},01-02-2010 11:42,QJL0818,PC-0337,,Disconnect
{R0Q8-K9MD08KH-0014OSAM},01-02-2010 11:44,ASF1622,PC-6097,R:\;R:\33ksT61;R:\86H84t6;R:\91QG2n2;R:\95Fc8F2;R:\ASF1622,Connect
{F6F5-C7KL49ID-1326FGLF},01-02-2010 11:44,CLW2894,PC-4639,,Disconnect
{I8B8-K0OP41TN-1032WRBT},01-02-2010 11:44,BZD3640,PC-3239,R:\;R:\62Jjtk0;R:\BZD3640,Connect
{H7B4-J2TQ65ZV-6136AVIH},01-02-2010 11:45,CTH1005,PC-6458,,Disconnect
{X4E3-A1YH82DH-0274LUZA},01-02-2010 11:45,APM1561,PC-2650,,Disconnect
{V3A0-P5WT41XS-1702PYKK},01-02-2010 11:47,WMM1386,PC-1405,,Disconnect
{E8Z7-L9IY05ZK-9197PSEB},01-02-2010 11:49,WMM1386,PC-1405,R:\;R:\33c69m6;R:\WMM1386,Connect
{E9L2-H4HX41CL-9443VIMH},01-02-2010 11:51,RGB1235,PC-0496,R:\;R:\RGB1235,Connect
{O8A5-J8GO49OS-4027EQAV},01-02-2010 11:53,ASF1622,PC-6097,,Disconnect
{H0C1-N9ZC48LR-3963AXYL},01-02-2010 11:54,MOD0948,PC-3164,,Disconnect
{N1F9-R0CD43II-8397JQIM},01-02-2010 11:55,STH2849,PC-2145,R:\;R:\62c4xX4;R:\747ZN79;R:\STH2849,Connect
{H5M4-W8QP95ME-1637RTOF},01-02-2010 11:55,WMM1386,PC-1405,,Disconnect
{L1G9-P1LQ25LJ-0264IFLA},01-02-2010 12:00,SCF2666,PC-3577,,Disconnect
{O8J5-D1VM49FL-1412UCAE},01-02-2010 12:00,SCF2666,PC-3577,R:\;R:\95v71K6;R:\SCF2666,Connect
{Z8W2-D2GT65AE-2263NXLT},01-02-2010 12:00,DIE1614,PC-1213,R:\;R:\29X36B6;R:\32p1fP4;R:\34czZ41;R:\DIE1614,Connect
{M3V1-F7GM93DA-2205YNJE},01-02-2010 12:01,SCF2666,PC-3577,R:\;R:\95v71K6;R:\SCF2666,Connect
{K6D7-C1SX54UN-4358FBKW},01-02-2010 12:01,BZD3640,PC-3239,,Disconnect
{X4J0-H4MZ15JD-8959SRBC},01-02-2010 12:01,UWC1584,PC-3101,R:\;R:\591DGx8;R:\88x4Sg4;R:\UWC1584,Connect
{F5R0-D9BV74OO-0664HULI},01-02-2010 12:01,DNH3656,PC-3452,R:\;R:\37d69w6;R:\DNH3656,Connect
{I6B2-Z3OI16UF-4941UUCQ},01-02-2010 12:02,VXR0344,PC-4646,R:\;R:\14l9ZR4;R:\37j9sb4;R:\49WD783;R:\VXR0344,Connect
{J2R4-S8EX06DF-0804ENYK},01-02-2010 12:03,STH2849,PC-2145,,Disconnect
{R8H8-O1QD45BE-8947EZLP},01-02-2010 12:04,CAH0440,PC-7210,R:\;R:\42mzCW0;R:\56HXGv0;R:\96c6Gh4;R:\99s3QR4;R:\CAH0440,Connect
{U6G7-H5BA21FH-4150EQFM},01-02-2010 12:04,UWC1584,PC-3101,,Disconnect
{V3X6-H5ID62MT-1527TMZG},01-02-2010 12:05,SCF2666,PC-3577,,Disconnect
{K6Z7-O0PF12CX-6402GNRH},01-02-2010 12:06,SCF2666,PC-3577,R:\;R:\95v71K6;R:\SCF2666,Connect
{V4M8-H9GK44LO-8447PZVK},01-02-2010 12:07,SCF2666,PC-3577,,Disconnect
{S1G0-A0ZF40AD-1916VXSB},01-02-2010 12:07,CHS2823,PC-2766,R:\;R:\28PL423;R:\CHS2823,Connect
{A4A5-C2OG97BY-5669ONQK},01-02-2010 12:08,RGB1235,PC-0496,,Disconnect
{O2H0-D4KR96KF-3901TLCR},01-02-2010 12:08,VXR0344,PC-4646,,Disconnect
{U8F3-Y0SF56AK-5813SFGA},01-02-2010 12:10,JJF3233,PC-5293,R:\;R:\JJF3233,Connect
{V5I0-N0FU46EG-9408BHKG},01-02-2010 12:10,AOC1105,PC-2535,R:\;R:\28rfq71;R:\33ggt71;R:\45R9N95;R:\96pnnF0;R:\AOC1105,Connect
{Y2L7-C2VI62HQ-0706GZWM},01-02-2010 12:11,SCF2666,PC-3577,R:\;R:\95v71K6;R:\SCF2666,Connect
{M9D3-Y8JO82BO-7934QBGI},01-02-2010 12:12,JCL2626,PC-9929,R:\;R:\14GT3L2;R:\21r19h6;R:\JCL2626,Connect
{U7D7-U4UT10KP-3240OLDJ},01-02-2010 12:13,SCF2666,PC-3577,,Disconnect
{U9E5-K1RW29BP-5113GAVR},01-02-2010 12:13,DIE1614,PC-1213,,Disconnect
{E1X4-U0UT53JL-2313TTJE},01-02-2010 12:13,SCF2666,PC-3577,R:\;R:\95v71K6;R:\SCF2666,Connect
{Z8N3-T8LR56AR-4676SUWH},01-02-2010 12:14,SCF2666,PC-3577,,Disconnect
{M4F0-B7LT13KE-2501FIBI},01-02-2010 12:14,JCL2626,PC-9929,,Disconnect
{F7F3-W6NP66QR-2980SJHF},01-02-2010 12:15,RGB1235,PC-0496,R:\;R:\RGB1235,Connect
{L8S3-G9FQ12VB-5334OVAA},01-02-2010 12:15,CAH0440,PC-7210,,Disconnect
{F1R1-V6LS84WK-2678NYYH},01-02-2010 12:16,WMM1386,PC-1405,R:\;R:\33c69m6;R:\WMM1386,Connect
{W9V9-H0VU10ZQ-3258UBSA},01-02-2010 12:17,SCF2666,PC-3577,R:\;R:\95v71K6;R:\SCF2666,Connect
{J9D3-G5WG79FT-2444KJWI},01-02-2010 12:17,DTR3804,PC-1960,R:\;R:\DTR3804,Connect
{A7Z6-W7VW76SJ-2887YRTL},01-02-2010 12:18,SCF2666,PC-3577,,Disconnect
{A1X3-T4ZB37AO-5819SNSI},01-02-2010 12:18,JCL2626,PC-9929,R:\;R:\14GT3L2;R:\21r19h6;R:\JCL2626,Connect
{C8S5-W7FY55YA-7340CYEY},01-02-2010 12:18,DNH3656,PC-3452,,Disconnect
{N7Y3-Z1KG21MJ-2435NJCU},01-02-2010 12:19,SCF2666,PC-3577,R:\;R:\95v71K6;R:\SCF2666,Connect
{Q5J1-V1CX95CY-3497QKYZ},01-02-2010 12:19,WMM1386,PC-1405,,Disconnect
{D5C7-T0TT77IB-9959VLWD},01-02-2010 12:20,SCF2666,PC-3577,,Disconnect
{T6Z5-E6NQ76IE-9217MAVE},01-02-2010 12:21,CLW2894,PC-4639,R:\;R:\CLW2894,Connect
{X8S1-Y7SK98JM-0969QCYQ},01-02-2010 12:22,WMM1386,PC-1405,R:\;R:\33c69m6;R:\WMM1386,Connect
{T4V9-C7TE09QB-5385CGKJ},01-02-2010 12:23,JCL2626,PC-9929,,Disconnect
{X5I8-R9ZQ96PE-9976WFNA},01-02-2010 12:23,CLW2894,PC-4639,,Disconnect
{O2E4-O2XM54QS-7750VGNL},01-02-2010 12:23,SCF2666,PC-3577,R:\;R:\95v71K6;R:\SCF2666,Connect
{U3I3-C5EQ47JO-1612GPKH},01-02-2010 12:24,SCF2666,PC-3577,,Disconnect
{M1X5-S5LZ50KI-2634MQJQ},01-02-2010 12:24,SCF2666,PC-3577,R:\;R:\95v71K6;R:\SCF2666,Connect
{E0H5-M8KN07UZ-5121IIXW},01-02-2010 12:25,SCF2666,PC-3577,,Disconnect
{I6S8-C8KI98NC-3106LKKQ},01-02-2010 12:25,CHS2823,PC-2766,,Disconnect
{G3L6-S4XO17FC-7123LNZC},01-02-2010 12:26,WMM1386,PC-1405,,Disconnect
{J2D8-E3UE48HQ-4966PYUE},01-02-2010 12:26,WMM1386,PC-1405,R:\;R:\33c69m6;R:\WMM1386,Connect
{Z3R5-D3FM09ZM-4784XECN},01-02-2010 12:27,RTR1463,PC-8503,R:\;R:\RTR1463,Connect
{F8J2-L7ZV04DL-6847FOKK},01-02-2010 12:27,RTR1463,PC-8503,,Disconnect
{C8R8-I9VH13ZW-2421VGYU},01-02-2010 12:29,PWE1562,PC-5650,R:\;R:\59D6f25;R:\62lk5g2;R:\63y63T6;R:\PWE1562,Connect
{T6Q6-A7JD62JH-8234DTZT},01-02-2010 12:29,UWC1584,PC-3101,R:\;R:\591DGx8;R:\88x4Sg4;R:\UWC1584,Connect
{R1H1-U5NZ65VE-1942PYYI},01-02-2010 12:30,CAM3092,PC-6503,R:\;R:\21vz4D2;R:\384DG59;R:\54zD663;R:\61VcDz0;R:\CAM3092,Connect
{Y2L9-G4QW99BA-7214UBUX},01-02-2010 12:30,CLW2894,PC-4639,R:\;R:\CLW2894,Connect
{R7U5-T5GK66IZ-9961YZHW},01-02-2010 12:32,UWC1584,PC-3101,,Disconnect
{P4S1-M4AZ34WC-4448GPCL},01-02-2010 12:34,SBB1748,PC-3684,R:\;R:\898RwH8;R:\SBB1748,Connect
{O4X2-P4DS11GG-4568GGXG},01-02-2010 12:34,VXR0344,PC-4646,R:\;R:\14l9ZR4;R:\37j9sb4;R:\49WD783;R:\VXR0344,Connect
{G3B5-U2JP73BK-3015HMOD},01-02-2010 12:34,CAH0440,PC-7210,R:\;R:\42mzCW0;R:\56HXGv0;R:\96c6Gh4;R:\99s3QR4;R:\CAH0440,Connect
{B8Y3-Y4BJ64RH-0709FUAW},01-02-2010 12:35,JJF3233,PC-5293,,Disconnect
{T8A6-N9DH46SY-8240HAJI},01-02-2010 12:35,AOC1105,PC-2535,,Disconnect
{R5M0-Z5WI27RL-6655UJLL},01-02-2010 12:36,CAM3092,PC-6503,,Disconnect
{S0I5-A5NO18RG-6857PUYD},01-02-2010 12:37,DTR3804,PC-1960,,Disconnect
{A2K0-M5RQ97CH-0627SUND},01-02-2010 12:38,BLF0313,PC-7752,R:\;R:\97yt163;R:\BLF0313,Connect
{Y1U4-Y6OY17RE-3282UFFG},01-02-2010 12:41,QJL0818,PC-0337,R:\;R:\946SVp8;R:\QJL0818,Connect
{F3M1-G7WK09XB-6504PJHY},01-02-2010 12:42,RGB1235,PC-0496,,Disconnect
{A0E7-Q3KZ33LY-2090CUXN},01-02-2010 12:42,CTH1005,PC-6458,R:\;R:\37z9Q45;R:\87kPfG0;R:\CTH1005,Connect
{T2P9-W4SP28EV-6821XFSG},01-02-2010 12:43,AYA0285,PC-5225,R:\;R:\91w2D45;R:\AYA0285,Connect
{U8G0-U6EB15VQ-3977FOEN},01-02-2010 12:44,QJL0818,PC-0337,,Disconnect
{U9I8-G2RM64PB-6095IJVU},01-02-2010 12:44,CTH1005,PC-6458,,Disconnect
{I8Y2-H9ZL02IM-2574FOZS},01-02-2010 12:45,DIE1614,PC-1213,R:\;R:\29X36B6;R:\32p1fP4;R:\34czZ41;R:\DIE1614,Connect
{I6O7-E3QB32JD-7435UDXH},01-02-2010 12:48,CWG3213,PC-3912,R:\;R:\22JX233;R:\23Nj8Z2;R:\56fL133;R:\88rpk51;R:\CWG3213,Connect
{O0X5-R1UW43JH-8309XOJS},01-02-2010 12:49,CLW2894,PC-4639,,Disconnect
{X9H3-Q9WS20EA-7941VXBE},01-02-2010 12:49,SBB1748,PC-3684,,Disconnect
{R6C1-T9GA40RU-7300QBOD},01-02-2010 12:49,CWG3213,PC-3912,,Disconnect
{N0O1-V8VT51RX-7867ISIA},01-02-2010 12:50,CAM3092,PC-6503,R:\;R:\21vz4D2;R:\384DG59;R:\54zD663;R:\61VcDz0;R:\CAM3092,Connect
{G9F3-X8OG35ES-2712ESOG},01-02-2010 12:51,JJF3233,PC-5293,R:\;R:\JJF3233,Connect
{I7C1-E3XE54CO-6239HMSJ},01-02-2010 12:52,PWE1562,PC-5650,,Disconnect
{L2T1-J4IL79GU-7600HESP},01-02-2010 12:54,JJF3233,PC-5293,,Disconnect
{G4J9-M5HD78BZ-4517AJOW},01-02-2010 12:54,CAM3092,PC-6503,,Disconnect
{P1B3-W1DS16FA-0902UQOK},01-02-2010 12:55,ECK0070,PC-9955,R:\;R:\ECK0070,Connect
{J8V3-F6EP86BO-5264ADIN},01-02-2010 12:57,CAM3092,PC-6503,R:\;R:\21vz4D2;R:\384DG59;R:\54zD663;R:\61VcDz0;R:\CAM3092,Connect
{E2Z5-J3TG82LG-7818DTZZ},01-02-2010 12:58,VXR0344,PC-4646,,Disconnect
{M0D8-Q4ZJ47UG-8758ECAV},01-02-2010 12:59,QJL0818,PC-0337,R:\;R:\946SVp8;R:\QJL0818,Connect
{Q1G7-Z7KY67MD-5211IRRW},01-02-2010 12:59,BLF0313,PC-7752,,Disconnect
{T6J3-Z0LQ45SQ-5220KHRB},01-02-2010 13:00,CLW2894,PC-4639,R:\;R:\CLW2894,Connect
{B0L4-H8JO87US-8764AGTO},01-02-2010 13:01,CAH0440,PC-7210,,Disconnect
{Y4J8-H1KG95CP-9818EPAS},01-02-2010 13:02,AYA0285,PC-5225,,Disconnect
{B6J7-T8EU20PU-3190HTLE},01-02-2010 13:04,QNB3034,PC-1090,R:\;R:\QNB3034,Connect
{S9L0-K7IS27XT-6752DCMM},01-02-2010 13:04,DNR3831,PC-3125,R:\;R:\DNR3831,Connect
{K6L2-V5EK07FM-3105UFWU},01-02-2010 13:06,VXR0344,PC-4646,R:\;R:\14l9ZR4;R:\37j9sb4;R:\49WD783;R:\VXR0344,Connect
{V1B2-I0SD97IQ-7100IJQN},01-02-2010 13:07,WMM1386,PC-1405,,Disconnect
{Q5R9-P1VJ60ZC-1982JRNZ},01-02-2010 13:08,DNH3656,PC-3452,R:\;R:\37d69w6;R:\DNH3656,Connect
{F6H5-W8FS29AL-9733UEWT},01-02-2010 13:09,DNR3831,PC-3125,,Disconnect
{L2Y9-B6KW96AD-7781GERP},01-02-2010 13:11,SBB1748,PC-3684,R:\;R:\898RwH8;R:\SBB1748,Connect
{R2T7-B9DG74XM-3948HKRT},01-02-2010 13:11,NKM2646,PC-5550,R:\;R:\53B39X6;R:\76X4hK4;R:\NKM2646,Connect
{L9E9-H2PR84UN-5150BVTY},01-02-2010 13:11,DNH3656,PC-3452,,Disconnect
{N1Y8-P0AL83MK-5135YCBN},01-02-2010 13:12,DIE1614,PC-1213,,Disconnect
{U4Q6-G2CI00PT-5971ZFGF},01-02-2010 13:12,MAR1422,PC-1050,R:\;R:\MAR1422,Connect
{R3B7-D5HN20WY-6218YQIG},01-02-2010 13:15,AYA0285,PC-5225,R:\;R:\91w2D45;R:\AYA0285,Connect
{U1S0-V9WE53OU-2385HGRV},01-02-2010 13:15,ECK0070,PC-9955,,Disconnect
{Z7R7-E0KR71VV-7498WXBM},01-02-2010 13:16,MAR1422,PC-1050,,Disconnect
{P0B8-A2TH83VF-9020RFAD},01-02-2010 13:16,QJL0818,PC-0337,,Disconnect
{C1S5-I1GT76ON-2089QIXH},01-02-2010 13:16,QNB3034,PC-1090,,Disconnect
{Y7G7-G5UJ20DR-1658NXHK},01-02-2010 13:19,JCL2626,PC-9929,R:\;R:\14GT3L2;R:\21r19h6;R:\JCL2626,Connect
{I1T5-C3TN67OV-2658DGWF},01-02-2010 13:21,STH2849,PC-2145,R:\;R:\62c4xX4;R:\747ZN79;R:\STH2849,Connect
{E1K3-A0FJ05YF-6383FLHU},01-02-2010 13:21,VXR0344,PC-4646,,Disconnect
{V1A9-I1UX12AG-0254JFZY},01-02-2010 13:24,RTR1463,PC-8503,R:\;R:\RTR1463,Connect
{K6L4-E1TU48PD-5604TMJC},01-02-2010 13:26,CLW2894,PC-4639,,Disconnect
{T0N3-U5LO69JM-0793AKYY},01-02-2010 13:29,RGB1235,PC-0496,R:\;R:\RGB1235,Connect
{M8R7-E7NK72GG-2025LQTG},01-02-2010 13:30,DTR3804,PC-1960,R:\;R:\DTR3804,Connect
{D9L7-E7RO44GN-0056YIKF},01-02-2010 13:31,DNR3831,PC-3125,R:\;R:\DNR3831,Connect
{D9Z6-D6YE05DS-8902YOKI},01-02-2010 13:32,SBB1748,PC-3684,,Disconnect
{H6R0-A8IN84FQ-7739GLGN},01-02-2010 13:33,WMM1386,PC-1405,R:\;R:\33c69m6;R:\WMM1386,Connect
{X2N4-U1AG04AZ-5203SPBE},01-02-2010 13:33,CAM3092,PC-6503,,Disconnect
{V6P4-F1DP80AW-3624SNRF},01-02-2010 13:33,DNR3831,PC-3125,,Disconnect
{G3Y5-K9LN85JK-3023YZTV},01-02-2010 13:34,NKM2646,PC-5550,,Disconnect
{Z4V0-C4DG93AT-3701IDTE},01-02-2010 13:34,CAM3092,PC-6503,R:\;R:\21vz4D2;R:\384DG59;R:\54zD663;R:\61VcDz0;R:\CAM3092,Connect
{U9Q5-A6IM10VZ-5230MYDG},01-02-2010 13:34,AYA0285,PC-5225,,Disconnect
{O3L1-S1BQ52LG-6236SGOI},01-02-2010 13:35,UWC1584,PC-3101,R:\;R:\591DGx8;R:\88x4Sg4;R:\UWC1584,Connect
{A3H1-F2EC23EE-2708ANHK},01-02-2010 13:36,NKM2646,PC-5550,R:\;R:\53B39X6;R:\76X4hK4;R:\NKM2646,Connect
{P6J7-Q5DW79WZ-6308HZHW},01-02-2010 13:38,DNH3656,PC-3452,R:\;R:\37d69w6;R:\DNH3656,Connect
{Y8V9-E7OW33EB-1976KWUL},01-02-2010 13:38,RGB1235,PC-0496,,Disconnect
{X9R8-P2GN31TF-9453DIBX},01-02-2010 13:39,CAM3092,PC-6503,,Disconnect
{D0W6-E1CF97IU-1703JMEF},01-02-2010 13:42,HFB0003,PC-0124,,Disconnect
{O9J6-B7XW71AR-9197VFUB},01-02-2010 13:43,NKM2646,PC-5550,,Disconnect
{H2M9-A3JE50BW-9051JEEQ},01-02-2010 13:43,JCL2626,PC-9929,,Disconnect
{K6V6-E8DF68FV-4019YKMN},01-02-2010 13:45,JJF3233,PC-5293,R:\;R:\JJF3233,Connect
{A3J5-Z9FW64IW-9340RKYZ},01-02-2010 13:45,MOD0948,PC-3164,R:\;R:\55X8VL4;R:\578PJ49;R:\819yVL8;R:\MOD0948,Connect
{Y7V0-V8YL70FC-5395DZGB},01-02-2010 13:46,WMM1386,PC-1405,,Disconnect
{R9X5-P2JC44XA-2622LDOD},01-02-2010 13:47,JJF3233,PC-5293,,Disconnect
{Q0R8-A9QV94ZP-8124MOSA},01-02-2010 13:47,MWD2703,PC-8794,R:\;R:\67wB923;R:\98CCtt0;R:\MWD2703,Connect
{C9N9-U7ED51ID-7078FISB},01-02-2010 13:47,MAR1422,PC-1050,R:\;R:\MAR1422,Connect
{E1Y8-N4NB74HM-3125SZPA},01-02-2010 13:48,PWE1562,PC-5650,R:\;R:\59D6f25;R:\62lk5g2;R:\63y63T6;R:\PWE1562,Connect
{C6Z0-O4OY77KS-1358DZCK},01-02-2010 13:48,WMM1386,PC-1405,R:\;R:\33c69m6;R:\WMM1386,Connect
{I5K0-C9VU76DY-6295EWEO},01-02-2010 13:48,JJH1334,PC-3020,R:\;R:\13D6MS4;R:\45fH323;R:\52mJ243;R:\62pyf21;R:\JJH1334,Connect
{X7N5-K7RL16ZI-6265WPZM},01-02-2010 13:48,UWC1584,PC-3101,,Disconnect
{P0A5-T6XM09ER-0918QAZP},01-02-2010 13:49,PWE1562,PC-5650,,Disconnect
{W4N8-Q0BA78MR-3122DKBE},01-02-2010 13:52,JJF3233,PC-5293,R:\;R:\JJF3233,Connect
{A4J4-Y3SC36HI-9009JBIX},01-02-2010 13:53,MAR1422,PC-1050,,Disconnect
{E6X6-U7EY10QZ-8506ZEDW},01-02-2010 13:53,DTR3804,PC-1960,,Disconnect
{L1E2-G8SI93WD-8739MUBD},01-02-2010 13:54,WMM1386,PC-1405,,Disconnect
{Z0V4-I7AF30ZP-4257HOTQ},01-02-2010 13:56,STH2849,PC-2145,,Disconnect
{A9M8-E1KA44BT-4108PMUW},01-02-2010 13:57,JJF3233,PC-5293,,Disconnect
{C6M7-H6XV75QQ-5247CVIJ},01-02-2010 13:57,CAH0440,PC-7210,R:\;R:\42mzCW0;R:\56HXGv0;R:\96c6Gh4;R:\99s3QR4;R:\CAH0440,Connect
{Z0P3-W3BP41TF-7247VVGY},01-02-2010 13:57,RBS0367,PC-0558,R:\;R:\18p7787;R:\61my733;R:\97Y18K6;R:\RBS0367,Connect
{T2D8-P7FA36BA-5647RPUK},01-02-2010 13:58,BLF0313,PC-7752,R:\;R:\97yt163;R:\BLF0313,Connect
{Z7K5-D8WM91DD-0011XRAB},01-02-2010 13:58,RGB1235,PC-0496,R:\;R:\RGB1235,Connect
{K2H9-Q5FO72EA-1708WCSF},01-02-2010 13:59,JJH1334,PC-3020,,Disconnect
{B8T5-S7TU78AW-1808JOEL},01-02-2010 14:00,ASF1622,PC-6097,R:\;R:\33ksT61;R:\86H84t6;R:\91QG2n2;R:\95Fc8F2;R:\ASF1622,Connect
{B2I4-L2FQ10IH-7016YRPZ},01-02-2010 14:01,DNH3656,PC-3452,,Disconnect
{A3D9-Y9TF62YO-1608JIEM},01-02-2010 14:02,ASF1622,PC-6097,,Disconnect
{L9M0-G0WG68EH-2785QLNJ},01-02-2010 14:02,MOD0948,PC-3164,,Disconnect
